culture_id,time,Nutrients,Pheromone,HU,LatA,Nocodazole,temperature,pH,DO,glucose_uptake,product,biomass,R_stress,R_resource,R_checkpoint,R_pathway_capacity,R_morphology,R_energy
rxncon_gsm_env_000,4.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0040617372623915,0.0846352497117411,0.5351425790836442,0.5538388970041589,0.5638292548518261,0.5798942045639729,0.6227339928076889,0.6049553409900094
rxncon_gsm_env_000,5.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0043882215938378,0.0854362488921946,0.5299514103396641,0.5150473749171964,0.5350068851345916,0.5322193585591046,0.586909728359192,0.5745936351218307
rxncon_gsm_env_000,5.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0048751719312048,0.0841350990378754,0.5548146241745415,0.5173881789462836,0.6035526818938757,0.5466770622261303,0.6244519052518884,0.4645875423156043
rxncon_gsm_env_000,5.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0051313933936018,0.0857866837436674,0.5021456267987134,0.5534426635160342,0.5364651901721921,0.5314790726692842,0.6462937652115828,0.5324732326495843
rxncon_gsm_env_000,5.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0053695827423308,0.0861160801578598,0.5805954430984626,0.6029404496719978,0.6250927393354743,0.5531590340172364,0.5952462270192926,0.6094816104397706
rxncon_gsm_env_000,6.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0055244844354527,0.0842160242536554,0.5311026809234775,0.5696172657541725,0.5614579000222508,0.6345364839584156,0.6201904399477601,0.5406146397405258
rxncon_gsm_env_000,6.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0056905965341472,0.0858716094343424,0.492583790889621,0.5244104682295752,0.5785122688262627,0.5904872274262629,0.6297831500795843,0.5164751619306568
rxncon_gsm_env_000,6.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0059427960495499,0.0834640672983472,0.5589836655556081,0.5419498624232653,0.5909332437788166,0.5503266680462398,0.5969199097515862,0.5934179450856675
rxncon_gsm_env_000,6.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0060944844161504,0.0869604261068736,0.5093182654549614,0.5142349483599071,0.6329952215771204,0.5301148961924947,0.5755477214023269,0.5731927568722566
rxncon_gsm_env_000,7.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0065329298704709,0.0854498838628315,0.5998920512570342,0.5576431739804388,0.6418465843955351,0.5561945054705834,0.6235182523712123,0.4761412594461534
rxncon_gsm_env_000,7.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0066798282435598,0.0871075503435235,0.5065924322553664,0.5212197223537871,0.5578140222815756,0.5101185543600717,0.6121994595810917,0.4910661543903758
rxncon_gsm_env_000,7.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0068925711961698,0.0871643529454909,0.5240185726786247,0.5819323882609836,0.5537562966045662,0.5388098641524425,0.6675366194785204,0.5377250871005269
rxncon_gsm_env_000,7.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0070666225607242,0.0905030800101781,0.5053894893761596,0.5235707805915972,0.5830706745440304,0.5961977238228521,0.5758202800828387,0.5252336941989175
rxncon_gsm_env_000,8.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0072086042503431,0.0858942304122601,0.530672398545246,0.5440385218653776,0.6030963921786252,0.5399108621137713,0.6069459334715626,0.5410133105080817
rxncon_gsm_env_000,8.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0073939530916066,0.0853962551663502,0.5599532796930303,0.6157396610692747,0.5828635471086108,0.5550713265514502,0.662390312023354,0.5265144787520453
rxncon_gsm_env_000,8.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0078319120801958,0.0889461870299368,0.4954645605207862,0.5564205492402305,0.6012598748671063,0.5379657564952008,0.6016281318881002,0.5698437328531403
rxncon_gsm_env_000,8.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0078607430026751,0.0885286823912522,0.514374020843336,0.5590652874315898,0.5798945753825311,0.5009056944353649,0.5993612231819037,0.5054781966539085
rxncon_gsm_env_000,9.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0082329620898269,0.0948636361060836,0.5537188428613209,0.535094757443108,0.5926648080662126,0.5525332653816923,0.6009664074588439,0.4801941155053296
rxncon_gsm_env_000,9.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0085717343070979,0.0894674873437198,0.5000531401751378,0.5238221818674489,0.5482797535895287,0.5997724546550757,0.5539851863458419,0.5513681188095166
rxncon_gsm_env_000,9.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0086129622057694,0.0887143548028046,0.51453020068293,0.550132405646981,0.6264299314529111,0.4896502160641438,0.5686947714623501,0.5792823183729164
rxncon_gsm_env_000,9.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0090791900732247,0.0851372080747614,0.5334417809288747,0.5806833303492486,0.5223059500704653,0.5341127368062392,0.6562928797410886,0.5327341583710523
rxncon_gsm_env_000,10.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0093408971978945,0.0906513879603393,0.5631469433993462,0.5552149069286432,0.5967981232071455,0.6108667461906545,0.6145390328791606,0.5329565345250727
rxncon_gsm_env_000,10.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0093065302935085,0.0882022499802021,0.5524242797790236,0.5891669478677585,0.6088573015063976,0.5489358036471089,0.638060114584032,0.6401959944393789
rxncon_gsm_env_000,10.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0092607925445685,0.0920321597518048,0.5576448795361139,0.5909759597058901,0.555762037414834,0.5402317296609456,0.5758494831068205,0.5545037432902763
rxncon_gsm_env_000,10.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0096703749064887,0.0915495758032856,0.5396089574900439,0.5334065525544048,0.5513814652905215,0.5397072944431789,0.625592948093854,0.5759398564877722
rxncon_gsm_env_000,11.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0100613946103036,0.0922806610657077,0.5005285285665145,0.5729425313315666,0.606117099745379,0.5749879780356476,0.6235544392774359,0.5406057004976651
rxncon_gsm_env_000,11.25,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0100743685071865,0.0945814348658193,0.4981698501717476,0.53937580011167,0.5941524399146516,0.5071290225156097,0.5962402220365254,0.5166452939999487
rxncon_gsm_env_000,11.5,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0105892002351111,0.094847727394024,0.5285891691117391,0.5610845353885083,0.5873255921810705,0.5616627886921933,0.6468163406029943,0.564820939286914
rxncon_gsm_env_000,11.75,0,0,0,0,0,27.0,4.5,20.0,6.0,0.010720359567738,0.0945219239876063,0.5714400687490616,0.5813976215844878,0.6138694159384479,0.5235943440817982,0.6274633836791735,0.5281653674427813
rxncon_gsm_env_000,12.0,0,0,0,0,0,27.0,4.5,20.0,6.0,0.0112367799618635,0.0926263620579482,0.4576057721886707,0.5473092767328567,0.5455514615694481,0.5559470916250713,0.6759645088718843,0.5416695748002562
rxncon_gsm_env_001,0.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0001061718307265,0.0796974562931063,0.5709540909736813,0.5357116403639179,0.5687617962544314,0.5546368024495114,0.5649608335462655,0.449428951166779
rxncon_gsm_env_001,0.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0001664487675272,0.086081172802269,0.6110673816781674,0.5200334953198297,0.527653488171603,0.5311528170087189,0.4922409447531431,0.4176269282298521
rxncon_gsm_env_001,0.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0004965581782373,0.0890568574931083,0.5515782236686219,0.5645289122492813,0.5333690109510738,0.5576001511610131,0.5453483338036975,0.4221296510230393
rxncon_gsm_env_001,0.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0007814129735086,0.0909226249003189,0.4884888063366859,0.5399269933917615,0.5263557933449975,0.590915990439573,0.5398875302535799,0.3889282350055248
rxncon_gsm_env_001,1.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0011428898232081,0.0953836638829631,0.5234332343693624,0.5193298869529954,0.5460091187095336,0.5805903866015883,0.4767830590163153,0.3523337614104156
rxncon_gsm_env_001,1.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.001228972946366,0.0982630527534368,0.5172780388046087,0.5905003309838269,0.5690640420869012,0.543895705497146,0.5472039400560111,0.4650513966533249
rxncon_gsm_env_001,1.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0016454966134444,0.103362162283042,0.532220392181424,0.576891890804191,0.5410309547258746,0.4904496834383473,0.5565732912396664,0.4239997237350568
rxncon_gsm_env_001,1.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0016024886951649,0.1095815023776853,0.5309293114216261,0.5306694387182211,0.5019524275071652,0.5264832547555957,0.4899244181734269,0.4669695505346691
rxncon_gsm_env_001,2.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0020821091228796,0.1117862182308559,0.5236742502240908,0.520050310438616,0.5519390110911137,0.5628479333904293,0.5695695011070678,0.4438570146520578
rxncon_gsm_env_001,2.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0023455455634666,0.1178280252762637,0.5198370947551698,0.5657587844807307,0.524730866471532,0.5561869434578143,0.5445862574102631,0.3956100276966446
rxncon_gsm_env_001,2.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0027287513411966,0.1237640660761703,0.6073134029426019,0.4741574428624213,0.5730009976612758,0.5433820918642709,0.5383833531599851,0.3851705782176006
rxncon_gsm_env_001,2.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0029286619887157,0.1290567813160887,0.5886641409102151,0.5061692779134805,0.5660147061478925,0.4808586440785261,0.5450417439592316,0.4433289640302093
rxncon_gsm_env_001,3.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.003553001838131,0.1343153890909035,0.5155689061297732,0.5238839479517418,0.5280748989045548,0.5584233918444759,0.5365851192629332,0.4510149794899682
rxncon_gsm_env_001,3.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0036337599139393,0.1431447280475014,0.5025786869828346,0.5174457055585984,0.5212519072697185,0.5637889296734083,0.5098947713591666,0.3873865566526351
rxncon_gsm_env_001,3.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0040985142611839,0.1461788505834033,0.5487353125391421,0.5362379036042398,0.558467137575234,0.54676202889654,0.5425007533400701,0.2647170078114197
rxncon_gsm_env_001,3.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0043179435637912,0.1577021562760498,0.4940476658558645,0.5811117032090993,0.5441221391333031,0.5674823909431169,0.5652299481494603,0.4113269163684944
rxncon_gsm_env_001,4.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0048769277330061,0.1628674495627584,0.5553805382353038,0.5271114858623435,0.5444805094966075,0.532004150199617,0.4789551018225267,0.4765320657237407
rxncon_gsm_env_001,4.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0053529969147099,0.174550598478943,0.5067628513099701,0.5707953468783908,0.5164644237760683,0.519188670882839,0.5575748414943938,0.376839793048966
rxncon_gsm_env_001,4.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0058070738618142,0.1812064246878381,0.5080712829444758,0.5443855521415395,0.5585863148761757,0.554645376653604,0.5192861789894165,0.443574089334832
rxncon_gsm_env_001,4.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0058744722114482,0.1863418984573744,0.5274507164008606,0.5485238543309481,0.5709734116286674,0.6197021384977096,0.5640286629648427,0.3877772644390111
rxncon_gsm_env_001,5.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0067318826241366,0.1893861358254065,0.5397293995454666,0.5919279560799003,0.5193318874049868,0.5709862706685757,0.529060979668336,0.3720302814626647
rxncon_gsm_env_001,5.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0074901360142984,0.2011596263223529,0.5538243964283324,0.571385103024449,0.5455736015078307,0.5508942017600162,0.5263729449855389,0.3993127183173865
rxncon_gsm_env_001,5.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0077503435362859,0.2111872851800608,0.5598415931327285,0.5524411551935691,0.5315409029637402,0.5749923806400012,0.6062381631274396,0.4381251807065455
rxncon_gsm_env_001,5.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0086513771252127,0.2196401736752135,0.5180459925950126,0.5662907987420351,0.5768205028083456,0.5482866057648518,0.5380285499882214,0.3699019364068527
rxncon_gsm_env_001,6.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0090906183722994,0.2347209213677997,0.5409239266571605,0.5610211704227234,0.5193620984025106,0.533387024349248,0.5468365300039348,0.3788499034183085
rxncon_gsm_env_001,6.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0099061449953016,0.239915665360388,0.606894599694367,0.5220476074018804,0.5493365615878026,0.5493957240125348,0.55448749663563,0.4288842355245866
rxncon_gsm_env_001,6.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0103124640954697,0.2592929466944666,0.5000318749106892,0.5407163894043214,0.5877088929912935,0.4941988079598418,0.5156984894174719,0.4417689045263837
rxncon_gsm_env_001,6.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0109177156393108,0.2570991927006454,0.5912502114685089,0.5265170863454388,0.5468848156911691,0.5554292756201386,0.5503791875019269,0.4116767121533031
rxncon_gsm_env_001,7.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.012198255643429,0.2758493597796808,0.5632025948078294,0.5099337788265038,0.5437554647222621,0.4717269109961475,0.5480703292426,0.3789223640203123
rxncon_gsm_env_001,7.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0122025197552463,0.2852291851842233,0.5639952641468848,0.5612417990816317,0.5268965010054251,0.5295310664544632,0.5500294378614577,0.3763234659596622
rxncon_gsm_env_001,7.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0127959952274202,0.3053349477651882,0.5840412257514207,0.5261755837650726,0.5013776685397523,0.599637255705111,0.5495740696202425,0.3888874725234617
rxncon_gsm_env_001,7.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0139763872904726,0.3181914974377275,0.5176170535339253,0.5664043823209739,0.5769960474943042,0.4742698934970928,0.5384134427321753,0.4367259126400477
rxncon_gsm_env_001,8.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.014849306788743,0.3267537860196157,0.4644655994297069,0.5256875097174581,0.5166056590948485,0.5557549073430985,0.5401822258286395,0.4871453586284746
rxncon_gsm_env_001,8.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0155815112301529,0.3436773905474327,0.557198750936574,0.5445559809675765,0.515685114024433,0.5215699783772665,0.5389019820823094,0.4102636444061933
rxncon_gsm_env_001,8.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0164219007278545,0.3594877788454024,0.5057643626745384,0.5850488560344905,0.5766942542222879,0.5356030533639693,0.5014919944300289,0.4159373245777902
rxncon_gsm_env_001,8.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0173114125957014,0.3750069337318505,0.5997713325655379,0.5418587535748011,0.5381796332280605,0.5542643928084867,0.5525039597776386,0.3888998929361041
rxncon_gsm_env_001,9.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0187162434196458,0.4004408315112157,0.5342932201329649,0.5779355688840945,0.5732706463864496,0.608114518883972,0.5495389667838155,0.4473099209748212
rxncon_gsm_env_001,9.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0192439597921206,0.4124081358337527,0.6135631442106486,0.5018029235832591,0.5302584651764829,0.5179724419392974,0.5650337860641801,0.4283544676931888
rxncon_gsm_env_001,9.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0206155224871917,0.4388853149588612,0.514505893398964,0.5327636043673015,0.518694938754977,0.4874176453505547,0.5256540727181112,0.4086612104697649
rxncon_gsm_env_001,9.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0217148441657508,0.4439395052594527,0.5700880675068998,0.5293469661656356,0.557311319836736,0.5100540371940827,0.5566144924626438,0.4412371000165466
rxncon_gsm_env_001,10.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0230907663880628,0.4586900817097166,0.5153098091407659,0.517839263009988,0.524725503820017,0.5677680710278519,0.4863533302554856,0.4140860440580772
rxncon_gsm_env_001,10.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0247068978319321,0.4969531279279734,0.5590851652389156,0.5800228718677519,0.5443125115680716,0.5147965078673853,0.5374096381106372,0.36337621118728
rxncon_gsm_env_001,10.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0247382766630255,0.5087294973587058,0.5179680155348907,0.5337054685692257,0.546402312970963,0.5206983432379999,0.4986082560829296,0.4169799133264952
rxncon_gsm_env_001,10.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0269467602836919,0.5333003491956719,0.5332973211463043,0.5152767050964073,0.5109087266641466,0.5506133439936803,0.4719270843077519,0.401296863303998
rxncon_gsm_env_001,11.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0290569034078231,0.551391379863094,0.5509584501518405,0.5555370667176897,0.5572615256613361,0.5772778258523079,0.52233715442887,0.4195926736628291
rxncon_gsm_env_001,11.25,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0295607745762891,0.5937862912568365,0.5969449447962987,0.525313354887808,0.5573012997132204,0.5469834572584299,0.4982722482224745,0.3988441245116496
rxncon_gsm_env_001,11.5,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0320581337461585,0.6180872727887361,0.5615260986075458,0.5345580206012155,0.5502184779783036,0.526890386980642,0.4728542804024077,0.4594710827045988
rxncon_gsm_env_001,11.75,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0339868105652555,0.6385167489631454,0.5243414132239037,0.5832059660411937,0.5432853603545652,0.5139846168191066,0.5550885163478202,0.3980709784326008
rxncon_gsm_env_001,12.0,1,0,0,0,0,27.0,4.5,80.0,10.0,0.0345169117207816,0.6663770047856741,0.5305056372038686,0.544905305039416,0.5659487196253161,0.5347590045172931,0.5326451285170263,0.4604390740918914
rxncon_gsm_env_002,0.0,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0,0.0746530047706232,0.5099683445565306,0.6190181595572442,0.5251579459301344,0.5509781928930233,0.651413484298798,0.5678660590335682
rxncon_gsm_env_002,0.25,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0001849712797677,0.0824031588415799,0.4666663375785211,0.5403930850699357,0.5059120043063248,0.566121900715683,0.6953200535500357,0.58229421828291
rxncon_gsm_env_002,0.5,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0002521576254461,0.0817165595876859,0.4779477547402144,0.5569661250099889,0.501862381700713,0.5880734066001716,0.6061636076842757,0.5688684015141429
rxncon_gsm_env_002,0.75,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0007603826726043,0.0824097674037595,0.5326645698290786,0.5251933092558748,0.5445431412293071,0.5297372119315281,0.5947537051286004,0.5373600893284886
rxncon_gsm_env_002,1.0,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0010426400700775,0.0847231344268439,0.4616590736990007,0.549209979794398,0.4506891960110201,0.5528466369526186,0.6682523195279926,0.6110610692183439
rxncon_gsm_env_002,1.25,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0013335265906091,0.0856485202955279,0.5403431277685016,0.5851830419306505,0.497128473542425,0.5847445215332513,0.6960716260850475,0.5176757164231225
rxncon_gsm_env_002,1.5,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0014424406832405,0.0854783793909847,0.4515554693459104,0.5510602816601796,0.4883449458003732,0.5474547171292723,0.6646539860750814,0.5369210709784233
rxncon_gsm_env_002,1.75,0,1,0,0,0,27.0,5.0,40.0,14.0,0.00148058640874,0.0868011488757354,0.5444932251706484,0.5241901591300193,0.5338887631886351,0.5621737088733385,0.6725899712768366,0.5471964374786502
rxncon_gsm_env_002,2.0,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0018531159849742,0.0853497891163209,0.5249931121160751,0.5545568558590052,0.5385297501703185,0.6323765220064091,0.6305583358445186,0.5621867180942883
rxncon_gsm_env_002,2.25,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0020976586555422,0.0906816016328631,0.4591283914284067,0.4994462757583822,0.5007455157350572,0.5894552123934789,0.6598624186068218,0.5924238027448435
rxncon_gsm_env_002,2.5,0,1,0,0,0,27.0,5.0,40.0,14.0,0.002368343796884,0.0910923286284679,0.5328524599953965,0.5278560524945949,0.5450913266218126,0.5798268380893888,0.6507435246355302,0.5272270942966983
rxncon_gsm_env_002,2.75,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0023165226140272,0.093852773928965,0.5182150782192739,0.5109168763799152,0.5427158825595126,0.5735962945311662,0.6540682313353018,0.5972625620203508
rxncon_gsm_env_002,3.0,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0028943857168442,0.0920031917125321,0.4581612839523457,0.5401643273032533,0.5446171306756123,0.5915948488462051,0.6862731909562495,0.6153451696537007
rxncon_gsm_env_002,3.25,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0028541574557421,0.0913434449852461,0.4977693944969507,0.5107640853428986,0.4947486028112737,0.5645149181001927,0.6133882132741497,0.5307541586066281
rxncon_gsm_env_002,3.5,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0032252211992147,0.093242108535585,0.5428516753691964,0.5641488318535769,0.533033149885161,0.624157176028332,0.6000202792130069,0.5173263060632831
rxncon_gsm_env_002,3.75,0,1,0,0,0,27.0,5.0,40.0,14.0,0.003316944107446,0.0943646470675058,0.4828233107314286,0.5230995496590622,0.5456850072355878,0.5996262044534019,0.6156581193128431,0.5438438464316939
rxncon_gsm_env_002,4.0,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0036815074837833,0.0944304655978034,0.5237600498122795,0.584415594571936,0.5375571320250824,0.523657682607729,0.6323345472806325,0.5736874029430908
rxncon_gsm_env_002,4.25,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0038973305313145,0.0963034791033348,0.5116147455233834,0.545717227296513,0.5168629525726863,0.5964783170526969,0.650495725344707,0.5956256760424369
rxncon_gsm_env_002,4.5,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0039753690257941,0.0960259341970729,0.602439946905559,0.5842463675403045,0.5265760193309864,0.599079628982756,0.6154363656780807,0.5535102001641097
rxncon_gsm_env_002,4.75,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0043358983961964,0.0992057793782428,0.5056005848619605,0.5666119269291091,0.5182281745018418,0.5987396379321124,0.6330972418348201,0.5053697509137195
rxncon_gsm_env_002,5.0,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0047642984003694,0.0990408867868614,0.5369068902572507,0.4816348527527305,0.5300745816830378,0.5658336719243188,0.6445824228121085,0.5293109737634792
rxncon_gsm_env_002,5.25,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0048429667116605,0.0990850594001734,0.456722276947521,0.6073039340014504,0.4796978932958975,0.5868710436071836,0.5924832878705953,0.5638211337432266
rxncon_gsm_env_002,5.5,0,1,0,0,0,27.0,5.0,40.0,14.0,0.0051780962791366,0.0988171850640608,0.5359293266423458,0.5387581177542342,0.5560787947809241,0.5910274658038186,0.6627782562341327,0.5634431054855313
